0,1,2
322475,charlie+the+life+and+art+of+charles+chaplin+2003,3
161614,trapped+in+paradise+1994,3
275004,it+follows+2015,4
58250,sleeping+beauty+1959,4
187857,nosferatu+the+vampyre+1979,3
77783,20+million+miles+to+earth+1957,4
476023,departures+2008,5
44220,the+learning+tree+1969,4
302980,star+trek+2009,5
357881,the+devils+chair+2007,5
470224,penguins+of+madagascar+2014,3
337962,kon-tiki+1950,4
312106,walle+2008,4
282611,cold+water+1994,3
336257,bestseller+2010,3
71785,distant+drums+1951,3
570624,the+cowboy+way+1994,3
261026,atanarjuat+the+fast+runner+2002,4
183414,ladies+and+gentlemen_+the+fabulous+stains+1982,5
447871,the+secret+life+of+words+2005,4
296980,fellinis+casanova+1976,3
182069,shameless+2010,3
342721,american+gangster+2007,4
37774,daisies+1966,5
295203,the+informer+1935,4
514676,the+terminator+1984,4
191569,the+sundowners+1960,5
156141,whiteboyz+1999,3
74272,bad+grandpa+2013,3
123033,the+400+blows+1959,5
108454,top+secret+1984,4
377647,more+1998,3
548430,lon+morin_+priest+1961,3
490509,happy+ever+afters+2009,4
573122,le+trou+1960,4
161907,shrek+forever+after+2010,3
508017,looking+for+richard+1996,4
17562,jellyfish+2007,4
292970,the+bang+bang+club+2010,4
403947,the+play+house+1921,4
548656,ladies+vs+ricky+bahl+2011,4
241387,edward+scissorhands+1990,4
248294,conquest+1937,3
589632,the+buddy+holly+story+1978,3
270637,small+roads+2011,3
78145,snow+white+and+the+seven+dwarfs+1937,4
308550,indiana+jones+and+the+last+crusade+1989,4
529293,finding+vivian+maier+2014,4
476669,wild+tales+2014,4
108082,in+a+glass+cage+1987,2
521406,dead+silent+1999,4
46498,jack+frost+1998,4
217573,happy+family+2010,4
494649,good+morning+1959,4
365580,star+wars+episode+ii+-+attack+of+the+clones+2002,4
562005,the+queen+of+versailles+2012,4
388152,harry_+hes+here+to+help+2000,4
592488,run+lola+run+1998,4
72447,the+hunted+1995,3
598993,psycho+1960,5
167783,young+gods+2003,2
175372,the+pinchcliffe+grand+prix+1975,4
459816,gamera+the+brave+2006,3
257675,the+good_+the+bad+and+the+ugly+1966,4
306399,the+hunter+2011,4
288570,star+trek+2009,4
490184,chef+2014,3
202896,miserere+2013,3
610321,forrest+gump+1994,4
329107,the+secret+garden+1949,5
297956,a+sense+of+history+1992,3
567726,salmon+fishing+in+the+yemen+2011,5
181355,dial+m+for+murder+1954,4
84911,late+spring+1949,4
222882,how+to+train+your+dragon+2010,3
571430,farewell_+my+lovely+1975,3
437796,le+trou+1960,5
392692,steam+of+life+2010,4
484760,the+belly+of+an+architect+1987,4
12566,all+the+way+home+1963,4
355915,i+do+2006,3
105795,the+amazing+spider-man+2012,4
137620,zombie+flesh+eaters+1979,2
167593,the+spirit+of+the+beehive+1973,4
218679,the+hit+1984,3
131233,glory+daze+1995,3
534417,back+to+the+future+1985,4
259966,aaltra+2004,4
273442,carry+on+behind+1975,5
304989,intolerance+loves+struggle+throughout+the+ages+1916,4
474836,innerspace+1987,3
344652,the+hottest+state+2006,4
487002,8+1963,5
461827,interstellar+2014,3
176594,oasis+2002,3
640272,the+edukators+2004,5
199239,ida+2013,4
256635,harakiri+1962,4
338918,kissed+1996,4
640147,roads+to+koktebel+2003,4
466668,jesse+stone+night+passage+2006,3
380632,nightcrawler+2014,4
461833,ponyo+2008,4
308364,cheeky+2000,3
619703,frostnixon+2008,5
10584,bustin+down+the+door+2008,2
590668,in+the+loop+2009,5
353066,god+bless+america+2011,3
422945,winnie+the+pooh+and+the+blustery+day+1968,5
540011,ten+inch+hero+2007,3
610350,the+secret+life+of+girls+1999,4
322337,sitting+pretty+1948,4
596292,shoah+1985,4
82275,screwed+in+tallinn+1999,4
20310,the+element+of+crime+1984,3
242996,in+the+land+of+blood+and+honey+2011,4
78510,reality+bites+1994,4
134724,the+house+is+black+1963,3
252766,weekend+1967,4
469753,the+spongebob+movie+sponge+out+of+water+2015,3
471897,wit+2001,3
87704,three+resurrected+drunkards+1968,3
418047,its+all+gone+pete+tong+2004,3
125061,the+shawshank+redemption+1994,3
419454,bugs+bunnys+3rd+movie+1001+rabbit+tales+1982,4
474937,darling+lili+1970,4
300807,robots+2005,4
271851,the+internets+own+boy+the+story+of+aaron+swartz+2014,5
398732,56+up+2012,4
582942,the+shining+1980,3
476592,laurence+anyways+2012,4
541404,my+family+1995,4
584910,imaginary+heroes+2004,4
97908,gaby+a+true+story+1987,5
182345,coney+island+1917,3
138595,texas+killing+fields+2011,3
326239,happy+go+lovely+1951,2
224878,nausica+of+the+valley+of+the+wind+1984,5
99599,wreck-it+ralph+2012,5
123257,when+youre+strange+2009,4
540018,fermats+room+2007,5
36249,fever+1999,3
625943,cleopatra+2003,3
58672,interstate+60+2002,3
510641,spirited+away+2001,4
484537,scott+walker+30+century+man+2006,4
430133,elling+2001,5
393669,a+good+woman+2004,3
224460,short+term+12+2013,4
31967,for+heavens+sake+1926,4
40867,pulse+2001,4
183885,eight+men+out+1988,4
379561,persuasion+2007,5
125511,state+of+the+union+1948,2
268042,the+lord+of+the+rings+the+return+of+the+king+2003,4
623782,street+of+shame+1956,3
339074,kitchen+stories+2003,4
463164,bobby+jones+stroke+of+genius+2004,3
358575,connections+,5
352836,scenes+from+a+marriage+1973,3
617317,frozen+planet+2011,4
436670,times+square+1980,2
249004,reservoir+dogs+1992,4
296282,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,4
391887,the+christmas+wish+1998,4
215181,the+boys+of+baraka+2005,4
578848,a+short+film+about+killing+1989,5
194814,a+new+life+2002,3
58215,the+day+the+earth+caught+fire+1961,4
545509,the+godfather+1972,4
160102,watch+the+shadows+dance+1987,3
249322,vixen+1968,4
266297,district+9+2009,4
401143,the+little+mermaid+1989,3
496292,kohtaamisia+2010,3
378130,arsenic+and+old+lace+1944,5
486770,guardians+of+the+galaxy+2014,4
33596,sunday+in+new+york+1963,3
517542,unforgiven+1992,4
251674,saint+ralph+2004,3
540383,the+last+lions+2011,4
149464,the+house+on+92nd+street+1945,4
386180,argo+2012,5
453852,ballet+shoes+2008,4
470044,bowling+for+columbine+2002,4
369052,sleuth+1972,5
16054,men+in+black+1997,4
639185,super+troopers+2001,2
37119,the+red+shoes+1948,4
178589,hanzo+the+razor+sword+of+justice+1972,3
164630,the+to+do+list+2013,4
432236,scaramouche+1952,4
507638,gone+girl+2014,4
329903,dark+days+2000,5
351199,cul-de-sac+1966,4
205901,spring+forward+1999,4
254332,exit+through+the+gift+shop+2010,4
92467,you+are+god+2012,3
422251,sound+of+noise+2010,4
335657,tibet+cry+of+the+snow+lion+2002,5
429365,reservoir+dogs+1992,5
622826,menace+ii+society+1993,4
531892,the+passion+of+anna+1969,5
551412,varg+veum+-+fallen+angels+2008,4
540857,the+incredibles+2004,3
40564,across+the+sea+of+time+1995,3
271293,terminator+3+rise+of+the+machines+2003,4
498647,the+matrix+1999,5
258265,where+eagles+dare+1968,5
309776,the+snow+walker+2003,4
407146,troy+2004,4
175988,in+passing+2011,3
629610,monty+python+live+at+the+hollywood+bowl+1982,3
90338,thurgood+2011,4
625679,los+angeles+plays+itself+2003,4
177046,the+constant+gardener+2005,4
131236,as+good+as+it+gets+1997,4
345578,die+hard+1988,4
90184,the+dirty+dozen+next+mission+1985,3
413673,whiplash+2014,5
402899,the+agony+and+the+ecstasy+1965,3
249399,cesar+chavez+2014,3
566342,the+great+escape+1963,3
97794,irina+palm+2007,4
634703,monsieur++hulots+holiday+1953,3
260703,night+moves+1975,4
439843,pink+ribbons_+inc.+2011,4
601415,one+day+in+september+1999,4
545958,mishima+a+life+in+four+chapters+1985,5
53455,day+of+wrath+1943,5
317501,laura+1944,4
506320,atonement+2007,4
281773,the+twelve+tasks+of+asterix+1976,3
413432,night+and+the+city+1950,4
566364,star+wars+1977,5
428501,jnssonligans+strsta+kupp+1995,4
438693,killing+them+softly+2012,4
580716,whisper+of+the+heart+1995,4
426602,a+short+film+about+love+1988,5
445032,pulp+fiction+1994,5
247344,star+wars+episode+iii+-+revenge+of+the+sith+2005,3
131626,omg+oh+my+god+2012,4
156132,bruce+almighty+2003,2
275130,jaws+1975,4
50944,falling+in+love+1984,4
559584,forrest+gump+1994,3
56118,affinity+2008,3
46220,the+spiritual+boxer+1975,3
8959,greasers+palace+1972,5
23646,loosies+2012,3
580671,the+cuckoo+2002,4
570041,laura+1944,5
596708,restless+2011,4
67772,a+glimpse+inside+the+mind+of+charles+swan+iii+2012,3
16078,that+old+feeling+1997,2
449493,21+jump+street+2012,4
7885,the+blade+1995,5
178393,lammbock+2001,3
24611,plutos+christmas+tree+1952,3
310874,infernal+affairs+2002,5
34299,the+hunchback+of+notre+dame+1996,4
64629,the+other+boleyn+girl+2008,3
53409,the+lord+of+the+rings+the+two+towers+2002,4
282987,beauty+2+1965,4
19953,the+profit+2001,4
136237,stalin+1992,3
191686,parisian+love+1925,3
524275,reservoir+dogs+1992,4
475690,left+behind+2000,2
608905,hachi+a+dogs+tale+2009,4
55882,land+and+freedom+1995,5
214473,cargo+2005,4
569906,the+sea+chase+1955,3
632217,heaven+knows_+mr.+allison+1957,5
152556,this+aint+california+2012,4
119780,whiplash+2014,3
470815,these+amazing+shadows+2011,3
207107,a+millionaire+for+christy+1951,4
325181,snow+white+and+the+seven+dwarfs+1937,3
514271,gladiator+2000,5
446721,carandiru+2003,5
58820,the+princess+and+the+frog+2009,4
267671,the+trial+1962,3
21046,the+beach+2000,4
631377,the+kid+with+a+bike+2011,4
232700,looking+for+richard+1996,5
154571,jesse+stone+night+passage+2006,4
331344,steam+of+life+2010,4
391668,shrek+2001,3
346731,the+adventures+of+picasso+1978,4
604486,iron+man+2008,4
48891,whiplash+2014,5
119346,the+fall+of+the+roman+empire+1964,4
419575,fled+1996,4
329006,its+alive+iii+island+of+the+alive+1987,4
32673,why+not+me+1999,4
223994,louis+c.k.+live+at+the+comedy+store+2015,5
517429,stop+making+sense+1984,4
403895,batman+begins+2005,3
448078,the+spongebob+movie+sponge+out+of+water+2015,3
262636,before+sunset+2004,4
240711,mad+hot+ballroom+2005,5
267885,the+snake+pit+1948,4
132869,the+desert+trail+1935,3
9962,the+inbetweeners+2+2014,4
25633,the+day+after+trinity+1981,4
347429,drunken+master+1978,3
179850,the+outsider+2014,3
381845,king+of+the+hill+1993,5
412757,guardians+of+the+galaxy+2014,4
361997,fagbug+2009,4
402098,margin+call+2011,2
144656,slaughterhouse-five+1972,3
500715,pierrot+le+fou+1965,4
395882,born+to+dance+1936,4
311400,the+mighty+1998,3
192001,the+uninvited+guest+2004,4
84293,mommy+2014,4
382061,life+and+nothing+but+1989,4
456595,harry+potter+and+the+chamber+of+secrets+2002,4
221187,glasses+2007,4
110285,real+fiction+2000,2
308100,the+beekeeper+1986,4
156257,taqwacore+the+birth+of+punk+islam+2009,3
461678,a+prophet+2009,4
359059,outsourced+2006,3
419941,how+to+steal+a+million+1966,3
233006,gone+baby+gone+2007,4
241655,kinsey+2004,3
303517,mulan+1998,5
461947,wild+strawberries+1957,4
240723,kid+cannabis+2014,4
495132,star+wars+episode+ii+-+attack+of+the+clones+2002,3
583813,kirikou+and+the+sorceress+1998,4
113046,cleanflix+2010,3
462372,persuasion+1995,3
379352,insurgent+2015,3
509546,threads+1984,5
7975,damien+omen+ii+1978,4
596785,path+to+war+2002,4
180486,high+school+high+1996,2
304252,the+goonies+1985,3
244281,the+piano+1993,4
552684,ratatouille+2007,4
31383,the+dark+knight+2008,4
477279,smashed+2012,4
259440,the+iron+giant+1999,4
417853,ugetsu+1953,5
224900,hour+of+the+wolf+1968,4
264552,lumikuningatar+1986,3
472232,samaritan+zatichi+1968,4
248126,the+names+of+love+2010,4
493744,its+a+wonderful+life+1946,4
588890,city+of+life+and+death+2009,5
435853,jodhaa+akbar+2008,4
492613,wreck-it+ralph+2012,4
14571,source+code+2011,4
334470,populaire+2012,4
196865,adios+carmen+2013,5
430206,megamind+2010,4
29542,little+dorrit+1987,4
385606,lone+wolf+and+cub+baby+cart+to+hades+1972,3
441920,the+good_+the+bad+and+the+ugly+1966,4
191331,black+cat_+white+cat+1998,4
2951,quantum+of+solace+2008,4
480874,stage+fright+1950,5
493149,sounder+1972,4
524517,u-571+2000,3
322165,peter+pan+1953,4
434993,the+women+1939,4
30038,princess+mononoke+1997,4
433652,bullfighter+and+the+lady+1951,4
480921,the+african+queen+1951,4
356734,le+poulpe+1998,4
511180,roadracers+1994,4
632374,american+the+bill+hicks+story+2010,4
241039,the+new+one-armed+swordsman+1971,3
499791,red+2+2013,3
24683,the+wonderful+world+of+puss+n+boots+1969,3
396582,harrisons+flowers+2000,3
479021,sparrows+dance+2013,4
461565,the+monkey+king+2014,3
419767,brighton+rock+1947,4
83238,the+shawshank+redemption+1994,3
144745,dead+reckoning+1947,4
17416,provocateur+1995,3
396314,little+big+man+1970,4
490912,vertigo+1958,5
437962,tony+takitani+2004,4
456783,shower+1999,3
504284,burning+palms+2010,3
467502,the+war+room+1993,4
423319,the+pawnbroker+1965,4
119455,late+august_+early+september+1998,5
494511,a+dog+year+2009,2
335743,sick+the+life+and+death+of+bob+flanagan_+supermasochist+1997,4
238547,auntie+mame+1958,4
359635,the+last+house+on+the+left+1972,3
146388,geronimo+an+american+legend+1993,3
154944,confessions+of+a+nazi+spy+1939,3
251428,death+in+buenos+aires+2014,3
555972,whiplash+2014,4
312810,the+land+1969,4
550704,iron+man+2008,5
137219,monty+python+and+the+holy+grail+1975,4
16524,night+train+to+lisbon+2013,4
229756,ashes+and+diamonds+1958,4
232610,monterey+pop+1968,5
526357,18+fingers+of+death+2006,3
159465,the+amazing+spider-man+2012,4
434419,welcome+back_+mr.+mcdonald+1997,3
104145,liberal+arts+2012,3
9953,beauty+and+the+beast+1946,4
27045,fight+club+1999,4
159751,inherit+the+wind+1960,4
631147,stand+by+me+1986,3
337160,sons+of+the+desert+1933,4
559710,the+inheritors+1998,3
44823,mr.+brooks+2007,4
529674,the+lavender+hill+mob+1951,5
112776,latalante+1934,5
195223,the+burning+plain+2008,4
346772,beetlejuice+1988,3
484130,fill+the+void+2012,4
434411,the+browning+version+1951,3
611006,dirty+harry+1971,4
22481,epitaph+2007,4
538172,hostile+witness+1968,4
622260,jos++pilar+2010,3
592589,a+muppet+family+christmas+1987,3
80765,alien+outpost+2014,4
392928,the+kid+with+a+bike+2011,5
630161,dark+horse+2011,4
316017,cockpit+2012,4
476318,how+the+west+was+won+1962,4
481861,the+last+detail+1973,4
92287,harry+potter+and+the+goblet+of+fire+2005,5
172493,stalag+17+1953,4
550642,enemy+at+the+gates+2001,4
101448,independence+day+1996,3
619411,20_000+leagues+under+the+sea+1954,3
52044,lost+in+austen+2008,4
37544,return+to+paradise+1998,4
313516,one+flew+over+the+cuckoos+nest+1975,5
475930,cows+1992,4
406936,alien+1979,4
512379,the+freshman+1925,3
236366,shrek+2001,3
208979,young+aphrodites+1963,4
406026,the+color+of+pomegranates+1969,5
544436,the+hunger+games+mockingjay+-+part+1+2014,4
84698,the+trip+2010,4
3356,cavemen+2013,2
533789,the+birth+of+a+nation+1915,5
365300,a+delicate+balance+1973,4
488202,peter+pan+1953,5
222206,seven+beauties+1975,4
590868,the+brides+of+fu+manchu+1966,3
563790,bus+174+2002,5
589994,life+is+rosy+1987,4
300254,american+friends+1991,3
47100,tribes+1970,3
284455,a+very+long+engagement+2004,4
150979,moliere+2007,4
530699,max+manus+man+of+war+2008,4
186552,jeopardy+1953,3
20430,neverland+2011,4
482134,filming+othello+1978,3
442692,the+civil+war+1990,4
333979,daisy+kenyon+1947,3
8195,indiana+jones+and+the+last+crusade+1989,4
575372,california+split+1974,3
503835,before+sunrise+1995,5
8230,it+follows+2015,4
535592,samurai+ii+duel+at+ichijoji+temple+1955,3
198933,iron+man+2008,4
392839,school+ties+1992,4
134524,blue+hawaii+1961,4
449993,the+matrix+1999,4
249130,the+frisco+kid+1979,4
306366,the+maltese+falcon+1941,5
28848,im+not+rappaport+1996,3
348705,mulan+1998,3
256276,the+missing+picture+2014,4
570884,earthlings+2005,5
521419,chinese+puzzle+2013,4
537527,big+hero+6+2014,4
557798,marvel+one-shot+item+47+2012,4
443139,on+the+rumba+river+2007,2
580445,56+up+2012,4
30281,sherlock+holmes+the+hound+of+the+baskervilles+1988,3
575901,leon+the+professional+1994,3
610686,butterfly+1999,4
26966,the+secret+life+of+walter+mitty+1947,4
551507,a+beautiful+mind+2001,4
613962,interstella+5555+the+5tory+of+the+5ecret+5tar+5ystem+2003,3
117340,terror+beneath+the+sea+1966,3
566447,takedown+the+dna+of+gsp+2014,4
389385,rosetta+1999,4
419611,only+daughter+2013,4
434518,crac+1981,3
179517,love+me+tonight+1932,3
232102,eat+sleep+die+2012,4
181018,spine+tingler+the+william+castle+story+2007,4
340062,dead+reckoning+1947,3
81918,love+story+1970,3
107890,the+missing+picture+2014,4
258574,pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003,4
444057,samurai+rebellion+1967,5
208585,shrek+2+2004,4
286945,pistol+whipped+2008,3
156432,the+pillow+book+1996,3
204697,the+goonies+1985,4
544829,mulan+1998,4
58125,raiders+of+the+lost+ark+1981,4
232650,the+palm+beach+story+1942,4
203743,the+welts+2004,3
270712,taxi+driver+1976,5
304762,bluebeard+2009,3
280011,mission+to+moscow+1943,2
612295,marquis+1989,4
48916,the+princess+and+the+frog+2009,4
524248,pride+and+prejudice+1940,3
46934,any+wednesday+1966,3
167093,tuck+everlasting+2002,4
29357,sorry_+wrong+number+1948,3
441821,butch+cassidy+and+the+sundance+kid+1969,3
46029,shanghai+calling+2012,3
499009,the+last+hurrah+1958,3
103441,walle+2008,4
419412,the+company+men+2010,4
109067,what+richard+did+2012,2
460680,youth+of+the+beast+1963,4
457459,hellgate+1989,3
351195,enter+the+void+2009,5
564210,the+sixth+sense+1999,5
581969,the+cabinet+of+dr.+caligari+1920,4
415601,sarahs+key+2010,4
99037,2001+a+space+odyssey+1968,4
567784,wolf+children+2012,4
598332,louis+theroux+law+and+disorder+in+johannesburg+2008,3
188869,galaxy+quest+1999,5
563633,kolya+1996,4
365269,klute+1971,4
202184,then+she+found+me+2007,3
626626,it+started+with+eve+1941,4
307730,the+dark+knight+2008,4
320224,robin+and+the+7+hoods+1964,3
155884,monty+python+and+the+holy+grail+1975,3
266486,my+life+in+orange+2011,3
114083,soul+kitchen+2009,4
403637,the+rape+of+europa+2006,4
253723,the+country+girl+1954,4
219732,van+helsing+2004,3
303813,no+retreat_+no+surrender+1986,3
109710,the+promise+1995,3
573787,heimat+a+chronicle+of+germany+1984,3
41266,the+loft+2014,3
109546,moonstruck+1987,4
125006,borat+cultural+learnings+of+america+for+make+benefit+glorious+nation+of+kazakhstan+2006,4
362569,in+like+flint+1967,4
133061,justice+league+throne+of+atlantis+2015,3
574636,kingdom+of+heaven+2005,3
84371,berserk+the+golden+age+arc+3+-+the+advent+2013,4
31379,despicable+me+2+2013,5
48747,addams+family+values+1993,4
612424,the+land+unknown+1957,3
54894,the+missing+person+2009,3
440123,layer+cake+2004,4
410852,the+wayward+girl+1959,3
605334,the+unbelievable+truth+1989,4
348140,confessions+2010,4
599111,alien+1979,3
456836,billy+liar+1963,4
483924,the+bridge+on+the+river+kwai+1957,5
29841,late+spring+1949,4
198499,the+dreamlife+of+angels+1998,3
396745,earth+1998,3
581691,the+lives+of+others+2006,5
557148,la+notte+1961,5
389150,no+one+knows+about+persian+cats+2009,4
67131,meet+joe+black+1998,3
543460,storm+2009,4
310235,frequency+2000,4
618226,the+cat+returns+2002,4
54818,how+green+was+my+valley+1941,4
404871,you+can+count+on+me+2000,4
501753,modern+times+1936,4
502111,walle+2008,4
300304,one+flew+over+the+cuckoos+nest+1975,5
304807,beauty+and+the+beast+1991,2
417261,24+7+twenty+four+seven+1997,3
481266,batman+begins+2005,3
628200,music+box+1989,4
515543,the+ghost+ship+1943,2
64897,1612+chronicles+of+the+dark+time+2007,5
638241,broadway+melody+of+1940+1940,4
539528,the+pianist+2002,4
41687,alien+1979,4
97516,broken+city+2013,3
333665,star+wars+1977,4
201626,harry+potter+and+the+goblet+of+fire+2005,4
451052,my+blueberry+nights+2007,3
77651,the+big+clock+1948,4
485477,dr.+no+1962,4
49209,charade+1963,4
445095,south+of+the+border+2009,4
581126,north+by+northwest+1959,4
583790,47+samurai+1962,4
203227,city+hall+1996,4
364330,auntie+mame+1958,4
175670,fallen+angels+1995,3
454293,total+recall+1990,3
47085,the+fall+2008,5
631852,the+nazi+officers+wife+2003,3
407727,the+shining+1980,5
574011,the+silent+partner+1978,3
58902,bitch+hug+2012,3
516740,jane+eyre+1971,4
45109,ten+violent+women+1982,4
127359,the+grump+2014,5
226560,the+skinny+2012,4
632920,a+tale+of+two+sisters+2003,4
396438,the+man+who+wasnt+there+2001,3
62639,lucky+night+1939,4
43837,the+amazing+spider-man+2+2014,4
558907,at+long+last+love+1975,4
355675,white+heat+1949,3
175906,berlin+36+2009,4
612368,stage+beauty+2004,4
552676,mikes+new+car+2002,4
539848,whisper+of+the+heart+1995,5
277673,pirates+of+silicon+valley+1999,2
438003,the+pirates+in+an+adventure+with+scientists+2012,3
233414,dallas+1950,3
173963,the+outlaw+josey+wales+1976,4
45292,the+gay+bed+and+breakfast+of+terror+2007,3
473716,restrepo+2010,3
259572,i+was+born_+but...+1932,4
210968,mutiny+on+the+bounty+1962,3
594835,taste+of+cherry+1997,3
273296,those+awful+hats+1909,4
110163,toy+story+1995,4
595376,michael+jackson+life+of+a+superstar+2008,3
584408,the+other+side+of+the+mountain+1975,4
228014,the+supper+1992,3
352713,mirror+mirror+2012,5
86825,black+hand+1950,4
119832,survival+of+the+dead+2010,2
450458,they+live+1988,4
409063,the+jolson+story+1946,2
588263,west+of+memphis+2012,4
534356,frozen+2013,5
271879,burning+blue+2013,4
356521,stonewall+uprising+2010,4
127727,stephen+tobolowskys+birthday+party+2006,4
387839,lover+come+back+1961,5
196075,the+secret+world+of+arrietty+2010,4
261533,blonde+venus+1932,3
66223,presentation_+or+charlotte+and+her+steak+1960,4
72754,frankenstein+1910,3
541704,the+gate+of+heavenly+peace+1995,4
489805,weekend+1967,4
313183,taare+zameen+par+2007,4
537615,the+filth+and+the+fury+2000,4
624573,how+to+train+your+dragon+2010,4
609401,the+chronicles+of+narnia+the+lion_+the+witch+and+the+wardrobe+2005,3
414360,you+can+count+on+me+2000,4
62889,a+walk+in+the+sun+1945,4
7332,honey+2003,3
575843,heart+of+midnight+1988,3
54526,linotype+the+film+2012,4
615611,patlabor+the+movie+1989,3
392412,state+of+the+union+1948,3
344118,ghetto+2006,4
591757,the+golden+coach+1952,4
211440,cimarron+1960,3
599021,the+cameramans+revenge+1912,4
85575,the+treasure+hunter+2009,4
403145,footlight+parade+1933,4
543366,flame++citron+2008,3
35256,the+southerner+1945,4
625333,gattaca+1997,4
579630,the+grand+budapest+hotel+2014,4
342313,alaska+spirit+of+the+wild+1998,4
439365,the+night+of+the+iguana+1964,5
62769,snowpiercer+2013,4
106435,memento+2000,4
411321,a+new+life+2002,4
333961,hercules+1997,3
211219,blackboards+2000,4
321718,the+class+2007,4
110694,the+brothers+bloom+2008,4
179136,thor+2011,3
433815,the+milky+way+1969,5
473947,drifting+clouds+1996,4
420503,grey+gardens+1975,4
468866,radio+2003,5
257066,mildred+pierce+2011,5
306768,heaven+2002,3
446355,one+flew+over+the+cuckoos+nest+1975,3
409945,help+im+a+fish+2000,4
246688,free+zone+2005,4
63777,comme+les+5+doigts+de+la+main+2010,3
494814,the+beast+of+war+1988,2
218061,the+testament+of+dr.+mabuse+1933,3
419783,syndromes+and+a+century+2006,4
594806,harry+potter+and+the+prisoner+of+azkaban+2004,4
55118,tootsie+1982,4
346830,batman+begins+2005,4
340369,curse+of+chucky+2013,2
223835,dear+zachary+a+letter+to+a+son+about+his+father+2008,4
369677,species+1995,5
384618,tangled+2010,4
10644,american+graffiti+1973,4
275228,you+only+live+once+1937,4
443764,beauty+and+the+beast+the+enchanted+christmas+1997,3
322957,peter+pan+1953,4
66141,tetsuo+the+iron+man+1989,3
53039,barnacle+bill+1957,3
235316,the+dark+knight+2008,4
389870,the+texas+chain+saw+massacre+1974,3
601919,a+great+day+in+harlem+1994,5
114506,rockaway+2007,3
359762,a+matter+of+loaf+and+death+2008,5
287542,the+young+girls+of+rochefort+1967,3
600854,i+love+you+again+1940,4
306195,the+big+sleep+1946,4
35865,the+dark+knight+2008,5
13587,flight+of+the+red+balloon+2007,4
511122,emma+2009,3
587833,cthulhu+2007,3
402380,a+moment+to+remember+2004,4
312988,the+good_+the+bad+and+the+ugly+1966,5
638121,penguins+of+madagascar+2014,4
435932,elephant+2003,4
90053,the+inheritors+1998,4
441342,tobacco+road+1941,3
555642,the+triplets+of+belleville+2003,4
99826,the+hounds+2011,3
541867,the+fearless+freaks+2005,4
411184,the+kite+runner+2007,4
441347,grease+1978,3
506598,birdman+2014,4
71727,the+mask+of+dimitrios+1944,3
8913,powder+room+2013,3
559105,richard+pryor+here+and+now+1983,4
550987,finding+nemo+2003,4
229146,i+saw+the+devil+2010,4
94816,stage+fright+1950,2
490973,the+secret+of+the+grain+2007,3
140850,aliens+in+the+attic+2009,3
560338,joy+of+sex+1984,4
430996,beauty+and+the+beast+1991,4
399018,shotgun+stories+2007,3
226065,the+principal+1987,2
82178,nowhere+in+africa+2001,3
204809,ice+age+dawn+of+the+dinosaurs+2009,3
228268,roman+holiday+1953,4
353425,i+heart+huckabees+2004,4
346972,mulan+1998,4
193194,big+hero+6+2014,5
116721,day+dreams+1922,4
635850,ratatouille+2007,4
109911,theremin+an+electronic+odyssey+1994,4
113393,dawn+of+the+planet+of+the+apes+2014,3
81769,the+man+who+saw+tomorrow+1981,4
281081,platoon+1986,4
223353,fight+club+1999,5
507429,stand+by+for+action+1942,4
254076,waltz+with+bashir+2008,5
521900,from+the+earth+to+the+moon+1998,4
361792,blackmail+1929,3
441389,creature+comforts+1989,5
160514,madame+sat+2002,3
269579,where+the+heart+is+2000,4
535960,lesbian+vampire+killers+2009,3
177263,kumail+nanjiani+beta+male+2013,4
100883,grand+prix+1966,3
583901,the+very+thought+of+you+1944,4
125568,going+to+pieces+the+rise+and+fall+of+the+slasher+film+2006,4
360639,the+end+of+evangelion+1997,3
111892,a+wake+in+providence+1999,3
347713,ruby++quentin+2003,3
555342,prick+up+your+ears+1987,3
300931,forrest+gump+1994,5
490706,munich+2005,4
605485,harry+potter+and+the+chamber+of+secrets+2002,5
232292,jack+the+ripper+1988,5
278562,mail+early+for+xmas+1959,3
138117,scenic+route+2013,4
541700,the+year+of+the+hare+1977,4
48038,shadow+of+the+eagle+2005,3
586487,water+2005,5
621684,the+fault+in+our+stars+2014,3
387813,celestial+wives+of+the+meadow+mari+2012,3
162883,a+true+mob+story+1998,4
483053,dear+zachary+a+letter+to+a+son+about+his+father+2008,4
516786,carrington+1995,4
573272,mahjong+1996,4
313980,aliisa+1970,4
360724,empire+of+the+sun+1987,3
138936,jagged+edge+1985,3
38918,hypocrites+1915,3
484834,army+of+shadows+1969,4
42823,the+big+animal+2000,2
600567,platinum+blonde+1931,3
35586,the+matador+2005,4
602205,non-stop+2014,4
165665,blue+blood+2006,3
217505,beware+the+moon+remembering+an+american+werewolf+in+london+2009,4
156739,the+imitation+game+2014,4
17988,past+midnight+1991,4
619127,point+of+order+1964,2
244485,boy+a+2007,4
149249,one+a.m.+1916,3
33866,the+mothman+prophecies+2002,3
385341,the+help+2011,5
21030,burning+bright+2012,4
565232,the+sweet+hereafter+1997,4
268100,the+bourne+ultimatum+2007,5
222265,sarahs+key+2010,4
41,dead+man+1995,3
555150,lemmy+2010,4
165569,by+the+light+of+the+silvery+moon+1953,3
37243,long+nights+journey+into+day+2000,4
